192.168.10.3-192.168.10.9-53-50399-17,192.168.10.9,50399,192.168.10.3,53,17,5/7/2017 10:07,30823,2,2,132,296,66,66,66,0,148,148,148,0,13885.73468,129.7732213,10274.33333,17790.47119,30817,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,64.88661065,64.88661065,66,148,98.8,44.91324972,2017.2,0,0,0,0,0,0,0,0,1,123.5,66,148,64,0,0,0,0,0,0,2,132,2,296,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.9-53-63129-17,192.168.10.9,63129,192.168.10.3,53,17,5/7/2017 9:10,30814,2,2,94,256,47,47,47,0,128,128,128,0,11358.47342,129.8111248,10271.33333,17785.27504,30808,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,64.90556241,64.90556241,47,128,79.4,44.36552716,1968.3,0,0,0,0,0,0,0,0,1,99.25,47,128,40,0,0,0,0,0,0,2,94,2,256,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.1-192.168.10.3-53-60270-17,192.168.10.3,60270,192.168.10.1,53,17,5/7/2017 10:38,77869,1,1,49,202,49,49,49,0,202,202,202,0,3223.362314,25.68416186,77869,0,77869,77869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,12.84208093,12.84208093,49,202,100,88.33459119,7803,0,0,0,0,0,0,0,0,1,150,49,202,20,0,0,0,0,0,0,1,49,1,202,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.1-192.168.10.3-53-60603-17,192.168.10.3,60603,192.168.10.1,53,17,5/7/2017 10:53,47903,1,1,51,113,51,51,51,0,113,113,113,0,3423.585162,41.75103856,47903,0,47903,47903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20.87551928,20.87551928,51,113,71.66666667,35.79571669,1281.333333,0,0,0,0,0,0,0,0,1,107.5,51,113,20,0,0,0,0,0,0,1,51,1,113,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
172.16.0.1-192.168.10.50-36946-80-6,172.16.0.1,36946,192.168.10.50,80,6,5/7/2017 10:59,262,3,0,0,0,0,0,0,0,0,0,0,0,0,11450.38168,131,115.9655121,213,49,262,131,115.9655121,213,49,0,0,0,0,0,0,0,0,0,96,0,11450.38168,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,96,0,0,0,0,0,0,3,0,0,0,251,-1,0,32,0,0,0,0,0,0,0,0,DoS Hulk
172.16.0.1-192.168.10.50-36932-80-6,172.16.0.1,36932,192.168.10.50,80,6,5/7/2017 10:59,14010,3,1,18,0,6,6,6,0,0,0,0,0,1284.796574,285.5103498,4670,6405.288986,12003,168,14010,7005,7068.239385,12003,2007,0,0,0,0,0,0,0,0,0,60,32,214.1327623,71.37758744,0,6,4.8,2.683281573,7.2,1,0,0,0,0,0,0,0,0,6,6,0,60,0,0,0,0,0,0,3,18,1,0,0,235,2,20,0,0,0,0,0,0,0,0,DoS Hulk
172.16.0.1-192.168.10.50-36934-80-6,172.16.0.1,36934,192.168.10.50,80,6,5/7/2017 10:59,13990,3,1,18,0,6,6,6,0,0,0,0,0,1286.63331,285.9185132,4663.333333,7234.08255,13007,146,13990,6995,8502.251937,13007,983,0,0,0,0,0,0,0,0,0,60,32,214.4388849,71.47962831,0,6,4.8,2.683281573,7.2,1,0,0,0,0,0,0,0,0,6,6,0,60,0,0,0,0,0,0,3,18,1,0,0,235,2,20,0,0,0,0,0,0,0,0,DoS Hulk
172.16.0.1-192.168.10.50-36936-80-6,172.16.0.1,36936,192.168.10.50,80,6,5/7/2017 10:59,1997,5,0,0,0,0,0,0,0,0,0,0,0,0,2503.755633,499.25,574.1790516,999,1,1997,499.25,574.1790516,999,1,0,0,0,0,0,0,0,0,0,160,0,2503.755633,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,160,0,0,0,0,0,0,5,0,0,0,274,-1,0,32,0,0,0,0,0,0,0,0,DoS Hulk
192.168.10.9-50.63.243.230-16879-80-6,192.168.10.9,16879,50.63.243.230,80,6,5/7/2017 11:01,67130,3,4,432,2278,426,0,144,244.2375892,2266,0,569.5,1131.003537,40369.43244,104.2752868,11188.33333,16612.23449,32778,4,33445,16722.5,22895.41047,32912,533,34352,11450.66667,18796.55642,33144,4,0,0,0,0,72,92,44.68940861,59.58587815,0,2266,338.75,792.6742711,628332.5,0,0,0,1,0,0,0,0,1,387.1428571,144,569.5,72,0,0,0,0,0,0,3,432,4,2278,8192,237,2,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.9-50.63.243.230-16879-80-6,192.168.10.9,16879,50.63.243.230,80,6,5/7/2017 11:01,11414,2,0,12,0,6,6,6,0,0,0,0,0,1051.340459,175.2234098,11414,0,11414,11414,11414,11414,0,11414,11414,0,0,0,0,0,0,0,0,0,40,0,175.2234098,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
172.16.0.1-192.168.10.50-36938-80-6,172.16.0.1,36938,192.168.10.50,80,6,5/7/2017 10:59,1008,4,0,0,0,0,0,0,0,0,0,0,0,0,3968.253968,336,578.505834,1004,1,1008,336,578.505834,1004,1,0,0,0,0,0,0,0,0,0,128,0,3968.253968,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,128,0,0,0,0,0,0,4,0,0,0,274,-1,0,32,0,0,0,0,0,0,0,0,DoS Hulk
172.16.0.1-192.168.10.50-36958-80-6,172.16.0.1,36958,192.168.10.50,80,6,5/7/2017 10:59,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2000000,0.666666667,0.577350269,1,0,2,0.666666667,0.577350269,1,0,0,0,0,0,0,0,0,0,0,128,0,2000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,128,0,0,0,0,0,0,4,0,0,0,251,-1,0,32,0,0,0,0,0,0,0,0,DoS Hulk
172.16.0.1-192.168.10.50-36960-80-6,172.16.0.1,36960,192.168.10.50,80,6,5/7/2017 10:59,14000,2,1,12,0,6,6,6,0,0,0,0,0,857.1428571,214.2857143,7000,9681.706048,13846,154,14000,14000,0,14000,14000,0,0,0,0,0,0,0,0,0,40,32,142.8571429,71.42857143,0,6,4.5,3,9,1,0,0,0,0,0,0,0,0,6,6,0,40,0,0,0,0,0,0,2,12,1,0,0,235,1,20,0,0,0,0,0,0,0,0,DoS Hulk
172.16.0.1-192.168.10.50-36962-80-6,172.16.0.1,36962,192.168.10.50,80,6,5/7/2017 10:59,3010,3,1,18,0,6,6,6,0,0,0,0,0,5980.066445,1328.903654,1003.333333,963.2119877,2002,80,3010,1505,702.8641405,2002,1008,0,0,0,0,0,0,0,0,0,60,32,996.6777409,332.2259136,0,6,4.8,2.683281573,7.2,1,0,0,0,0,0,0,0,0,6,6,0,60,0,0,0,0,0,0,3,18,1,0,0,235,2,20,0,0,0,0,0,0,0,0,DoS Hulk
172.16.0.1-192.168.10.50-36966-80-6,172.16.0.1,36966,192.168.10.50,80,6,5/7/2017 10:59,2970,2,1,12,0,6,6,6,0,0,0,0,0,4040.40404,1010.10101,1485,1907.774096,2834,136,2970,2970,0,2970,2970,0,0,0,0,0,0,0,0,0,40,32,673.4006734,336.7003367,0,6,4.5,3,9,1,0,0,0,0,0,0,0,0,6,6,0,40,0,0,0,0,0,0,2,12,1,0,0,235,1,20,0,0,0,0,0,0,0,0,DoS Hulk
172.16.0.1-192.168.10.50-36948-80-6,172.16.0.1,36948,192.168.10.50,80,6,5/7/2017 10:59,13993,2,1,12,0,6,6,6,0,0,0,0,0,857.571643,214.3929107,6996.5,9774.337036,13908,85,13993,13993,0,13993,13993,0,0,0,0,0,0,0,0,0,40,32,142.9286072,71.46430358,0,6,4.5,3,9,1,0,0,0,0,0,0,0,0,6,6,0,40,0,0,0,0,0,0,2,12,1,0,0,235,1,20,0,0,0,0,0,0,0,0,DoS Hulk
172.16.0.1-192.168.10.50-36950-80-6,172.16.0.1,36950,192.168.10.50,80,6,5/7/2017 10:59,13951,2,1,12,0,6,6,6,0,0,0,0,0,860.153394,215.0383485,6975.5,9779.993891,13891,60,13951,13951,0,13951,13951,0,0,0,0,0,0,0,0,0,40,32,143.358899,71.6794495,0,6,4.5,3,9,1,0,0,0,0,0,0,0,0,6,6,0,40,0,0,0,0,0,0,2,12,1,0,0,235,1,20,0,0,0,0,0,0,0,0,DoS Hulk
172.16.0.1-192.168.10.50-36952-80-6,172.16.0.1,36952,192.168.10.50,80,6,5/7/2017 10:59,1013,4,0,0,0,0,0,0,0,0,0,0,0,0,3948.667325,337.6666667,582.2579612,1010,1,1013,337.6666667,582.2579612,1010,1,0,0,0,0,0,0,0,0,0,128,0,3948.667325,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,128,0,0,0,0,0,0,4,0,0,0,274,-1,0,32,0,0,0,0,0,0,0,0,DoS Hulk
172.16.0.1-192.168.10.50-36954-80-6,172.16.0.1,36954,192.168.10.50,80,6,5/7/2017 10:59,12979,3,1,18,0,6,6,6,0,0,0,0,0,1386.85569,308.1901533,4326.333333,5848.701081,10994,63,12979,6489.5,6370.324992,10994,1985,0,0,0,0,0,0,0,0,0,60,32,231.142615,77.04753833,0,6,4.8,2.683281573,7.2,1,0,0,0,0,0,0,0,0,6,6,0,60,0,0,0,0,0,0,3,18,1,0,0,235,2,20,0,0,0,0,0,0,0,0,DoS Hulk
172.16.0.1-192.168.10.50-58198-80-6,192.168.10.50,80,172.16.0.1,58198,6,5/7/2017 10:59,101770852,2,4,0,12,0,0,0,0,6,0,3,3.464101615,0.117911954,0.058955977,2.04E+07,4.55E+07,1.02E+08,57,1.02E+08,1.02E+08,0,1.02E+08,1.02E+08,1.02E+08,3.39E+07,5.87E+07,1.02E+08,736,0,0,0,0,72,112,0.019651992,0.039303985,0,6,1.714285714,2.927700219,8.571428571,0,0,0,0,1,0,0,0,2,2,0,3,72,0,0,0,0,0,0,2,0,4,12,235,229,0,32,11840,0,11840,11840,1.02E+08,0,1.02E+08,1.02E+08,BENIGN
172.16.0.1-192.168.10.50-58144-80-6,192.168.10.50,80,172.16.0.1,58144,6,5/7/2017 10:59,101767826,2,5,0,18,0,0,0,0,6,0,3.6,3.286335345,0.17687319,0.068784018,1.70E+07,4.15E+07,1.02E+08,2,1.02E+08,1.02E+08,0,1.02E+08,1.02E+08,1.02E+08,2.54E+07,5.09E+07,1.02E+08,2,0,0,0,0,72,132,0.019652577,0.049131442,0,6,2.25,3.105295017,9.642857143,0,0,0,0,1,0,0,0,2,2.571428571,0,3.6,72,0,0,0,0,0,0,2,0,5,18,235,229,0,32,9853,0,9853,9853,1.02E+08,0,1.02E+08,1.02E+08,BENIGN
172.16.0.1-192.168.10.50-36978-80-6,172.16.0.1,36978,192.168.10.50,80,6,5/7/2017 10:59,4,3,0,0,0,0,0,0,0,0,0,0,0,0,750000,2,1.414213562,3,1,4,2,1.414213562,3,1,0,0,0,0,0,0,0,0,0,96,0,750000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,96,0,0,0,0,0,0,3,0,0,0,251,-1,0,32,0,0,0,0,0,0,0,0,DoS Hulk
172.16.0.1-192.168.10.50-36980-80-6,172.16.0.1,36980,192.168.10.50,80,6,5/7/2017 10:59,13991,3,1,18,0,6,6,6,0,0,0,0,0,1286.541348,285.8980773,4663.666667,6395.256549,11993,218,13991,6995.5,7067.532278,11993,1998,0,0,0,0,0,0,0,0,0,60,32,214.423558,71.47451933,0,6,4.8,2.683281573,7.2,1,0,0,0,0,0,0,0,0,6,6,0,60,0,0,0,0,0,0,3,18,1,0,0,235,2,20,0,0,0,0,0,0,0,0,DoS Hulk
172.16.0.1-192.168.10.50-36982-80-6,172.16.0.1,36982,192.168.10.50,80,6,5/7/2017 10:59,1002,5,0,0,0,0,0,0,0,0,0,0,0,0,4990.01996,250.5,496.3342288,995,1,1002,250.5,496.3342288,995,1,0,0,0,0,0,0,0,0,0,160,0,4990.01996,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,160,0,0,0,0,0,0,5,0,0,0,274,-1,0,32,0,0,0,0,0,0,0,0,DoS Hulk
172.16.0.1-192.168.10.50-36984-80-6,172.16.0.1,36984,192.168.10.50,80,6,5/7/2017 10:59,1997,6,0,0,0,0,0,0,0,0,0,0,0,0,3004.50676,399.4,543.7966532,1009,1,1997,399.4,543.7966532,1009,1,0,0,0,0,0,0,0,0,0,192,0,3004.50676,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,192,0,0,0,0,0,0,6,0,0,0,251,-1,0,32,0,0,0,0,0,0,0,0,DoS Hulk
172.16.0.1-192.168.10.50-36968-80-6,172.16.0.1,36968,192.168.10.50,80,6,5/7/2017 10:59,7,5,0,0,0,0,0,0,0,0,0,0,0,0,714285.7143,1.75,0.957427108,3,1,7,1.75,0.957427108,3,1,0,0,0,0,0,0,0,0,0,160,0,714285.7143,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,160,0,0,0,0,0,0,5,0,0,0,274,-1,0,32,0,0,0,0,0,0,0,0,DoS Hulk
172.16.0.1-192.168.10.50-36972-80-6,172.16.0.1,36972,192.168.10.50,80,6,5/7/2017 10:59,4,3,0,0,0,0,0,0,0,0,0,0,0,0,750000,2,1.414213562,3,1,4,2,1.414213562,3,1,0,0,0,0,0,0,0,0,0,96,0,750000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,96,0,0,0,0,0,0,3,0,0,0,274,-1,0,32,0,0,0,0,0,0,0,0,DoS Hulk
172.16.0.1-192.168.10.50-36974-80-6,172.16.0.1,36974,192.168.10.50,80,6,5/7/2017 10:59,4,3,0,0,0,0,0,0,0,0,0,0,0,0,750000,2,1.414213562,3,1,4,2,1.414213562,3,1,0,0,0,0,0,0,0,0,0,96,0,750000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,96,0,0,0,0,0,0,3,0,0,0,274,-1,0,32,0,0,0,0,0,0,0,0,DoS Hulk
172.16.0.1-192.168.10.50-36976-80-6,172.16.0.1,36976,192.168.10.50,80,6,5/7/2017 10:59,8750,6,0,0,0,0,0,0,0,0,0,0,0,0,685.7142857,1750,3244.112591,7552,219,8750,1750,3244.112591,7552,219,0,0,0,0,0,0,0,0,0,192,0,685.7142857,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,192,0,0,0,0,0,0,6,0,0,0,251,-1,0,32,0,0,0,0,0,0,0,0,DoS Hulk
172.16.0.1-192.168.10.50-36994-80-6,172.16.0.1,36994,192.168.10.50,80,6,5/7/2017 10:59,1004,4,0,0,0,0,0,0,0,0,0,0,0,0,3984.063745,334.6666667,575.3297605,999,2,1004,334.6666667,575.3297605,999,2,0,0,0,0,0,0,0,0,0,128,0,3984.063745,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,128,0,0,0,0,0,0,4,0,0,0,251,-1,0,32,0,0,0,0,0,0,0,0,DoS Hulk
172.16.0.1-192.168.10.50-58128-80-6,192.168.10.50,80,172.16.0.1,58128,6,5/7/2017 10:59,101775831,2,4,0,12,0,0,0,0,6,0,3,3.464101615,0.117906185,0.058953093,2.04E+07,4.55E+07,1.02E+08,72,1.02E+08,1.02E+08,0,1.02E+08,1.02E+08,1.02E+08,3.39E+07,5.87E+07,1.02E+08,751,0,0,0,0,72,112,0.019651031,0.039302062,0,6,1.714285714,2.927700219,8.571428571,0,0,0,0,1,0,0,0,2,2,0,3,72,0,0,0,0,0,0,2,0,4,12,235,229,0,32,11915,0,11915,11915,1.02E+08,0,1.02E+08,1.02E+08,BENIGN
172.16.0.1-192.168.10.50-36996-80-6,172.16.0.1,36996,192.168.10.50,80,6,5/7/2017 10:59,14023,4,1,24,0,6,6,6,0,0,0,0,0,1711.474007,356.5570848,3505.75,5071.945082,11028,178,14023,4674.333333,5526.067348,11028,987,0,0,0,0,0,0,0,0,0,80,32,285.2456678,71.31141696,0,6,5,2.449489743,6,1,0,0,0,0,0,0,0,0,6,6,0,80,0,0,0,0,0,0,4,24,1,0,0,235,3,20,0,0,0,0,0,0,0,0,DoS Hulk
172.16.0.1-192.168.10.50-36998-80-6,172.16.0.1,36998,192.168.10.50,80,6,5/7/2017 10:59,1996,6,0,0,0,0,0,0,0,0,0,0,0,0,3006.012024,399.2,543.4948942,1006,0,1996,399.2,543.4948942,1006,0,0,0,0,0,0,0,0,0,0,192,0,3006.012024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,192,0,0,0,0,0,0,6,0,0,0,251,-1,0,32,0,0,0,0,0,0,0,0,DoS Hulk
172.16.0.1-192.168.10.50-37000-80-6,172.16.0.1,37000,192.168.10.50,80,6,5/7/2017 10:59,11987,3,1,18,0,6,6,6,0,0,0,0,0,1501.626762,333.6948361,3995.666667,6072.882374,10995,126,11987,5993.5,7073.189132,10995,992,0,0,0,0,0,0,0,0,0,60,32,250.2711271,83.42370902,0,6,4.8,2.683281573,7.2,1,0,0,0,0,0,0,0,0,6,6,0,60,0,0,0,0,0,0,3,18,1,0,0,235,2,20,0,0,0,0,0,0,0,0,DoS Hulk
172.16.0.1-192.168.10.50-36986-80-6,172.16.0.1,36986,192.168.10.50,80,6,5/7/2017 10:59,1003,4,0,0,0,0,0,0,0,0,0,0,0,0,3988.035892,334.3333333,573.8870388,997,2,1003,334.3333333,573.8870388,997,2,0,0,0,0,0,0,0,0,0,128,0,3988.035892,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,128,0,0,0,0,0,0,4,0,0,0,274,-1,0,32,0,0,0,0,0,0,0,0,DoS Hulk
172.16.0.1-192.168.10.50-36988-80-6,172.16.0.1,36988,192.168.10.50,80,6,5/7/2017 10:59,986,4,0,6,0,6,0,1.5,3,0,0,0,0,6085.192698,4056.795132,328.6666667,561.4751404,977,3,986,328.6666667,561.4751404,977,3,0,0,0,0,0,0,0,0,0,116,0,4056.795132,0,0,6,1.2,2.683281573,7.2,0,0,0,0,1,0,0,0,0,1.5,1.5,0,116,0,0,0,0,0,0,4,6,0,0,274,-1,1,20,0,0,0,0,0,0,0,0,DoS Hulk
172.16.0.1-192.168.10.50-36990-80-6,172.16.0.1,36990,192.168.10.50,80,6,5/7/2017 10:59,711,4,0,0,0,0,0,0,0,0,0,0,0,0,5625.879044,237,25.23885893,265,216,711,237,25.23885893,265,216,0,0,0,0,0,0,0,0,0,128,0,5625.879044,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,128,0,0,0,0,0,0,4,0,0,0,251,-1,0,32,0,0,0,0,0,0,0,0,DoS Hulk
172.16.0.1-192.168.10.50-36992-80-6,172.16.0.1,36992,192.168.10.50,80,6,5/7/2017 10:59,720,4,0,0,0,0,0,0,0,0,0,0,0,0,5555.555556,240,29.81610303,267,208,720,240,29.81610303,267,208,0,0,0,0,0,0,0,0,0,128,0,5555.555556,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,128,0,0,0,0,0,0,4,0,0,0,251,-1,0,32,0,0,0,0,0,0,0,0,DoS Hulk
172.16.0.1-192.168.10.50-37002-80-6,172.16.0.1,37002,192.168.10.50,80,6,5/7/2017 10:59,980,4,0,6,0,6,0,1.5,3,0,0,0,0,6122.44898,4081.632653,326.6666667,561.4751404,975,1,980,326.6666667,561.4751404,975,1,0,0,0,0,0,0,0,0,0,116,0,4081.632653,0,0,6,1.2,2.683281573,7.2,0,0,0,0,1,0,0,0,0,1.5,1.5,0,116,0,0,0,0,0,0,4,6,0,0,274,-1,1,20,0,0,0,0,0,0,0,0,DoS Hulk
172.16.0.1-192.168.10.50-37010-80-6,172.16.0.1,37010,192.168.10.50,80,6,5/7/2017 10:59,698,4,0,0,0,0,0,0,0,0,0,0,0,0,5730.659026,232.6666667,188.149763,425,49,698,232.6666667,188.149763,425,49,0,0,0,0,0,0,0,0,0,128,0,5730.659026,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,128,0,0,0,0,0,0,4,0,0,0,296,-1,0,32,0,0,0,0,0,0,0,0,DoS Hulk
172.16.0.1-192.168.10.50-37012-80-6,172.16.0.1,37012,192.168.10.50,80,6,5/7/2017 10:59,11973,2,1,12,0,6,6,6,0,0,0,0,0,1002.255074,250.5637685,5986.5,8406.792522,11931,42,11973,11973,0,11973,11973,0,0,0,0,0,0,0,0,0,40,32,167.0425123,83.52125616,0,6,4.5,3,9,1,0,0,0,0,0,0,0,0,6,6,0,40,0,0,0,0,0,0,2,12,1,0,0,235,1,20,0,0,0,0,0,0,0,0,DoS Hulk
172.16.0.1-192.168.10.50-37006-80-6,172.16.0.1,37006,192.168.10.50,80,6,5/7/2017 10:59,13979,2,1,12,0,6,6,6,0,0,0,0,0,858.4305029,214.6076257,6989.5,9682.413155,13836,143,13979,13979,0,13979,13979,0,0,0,0,0,0,0,0,0,40,32,143.0717505,71.53587524,0,6,4.5,3,9,1,0,0,0,0,0,0,0,0,6,6,0,40,0,0,0,0,0,0,2,12,1,0,0,235,1,20,0,0,0,0,0,0,0,0,DoS Hulk
172.16.0.1-192.168.10.50-37008-80-6,172.16.0.1,37008,192.168.10.50,80,6,5/7/2017 10:59,1005,5,0,12,0,6,0,2.4,3.286335345,0,0,0,0,11940.29851,4975.124378,251.25,499.1695604,1000,0,1005,251.25,499.1695604,1000,0,0,0,0,0,0,0,0,0,0,136,0,4975.124378,0,0,6,2,3.098386677,9.6,0,0,0,0,1,0,0,0,0,2.4,2.4,0,136,0,0,0,0,0,0,5,12,0,0,274,-1,2,20,0,0,0,0,0,0,0,0,DoS Hulk
172.16.0.1-192.168.10.50-37018-80-6,172.16.0.1,37018,192.168.10.50,80,6,5/7/2017 10:59,1974,6,0,0,0,0,0,0,0,0,0,0,0,0,3039.513678,394.8,538.340227,991,1,1974,394.8,538.340227,991,1,0,0,0,0,0,0,0,0,0,192,0,3039.513678,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,192,0,0,0,0,0,0,6,0,0,0,251,-1,0,32,0,0,0,0,0,0,0,0,DoS Hulk
172.16.0.1-192.168.10.50-37020-80-6,172.16.0.1,37020,192.168.10.50,80,6,5/7/2017 10:59,988,5,0,6,0,6,0,1.2,2.683281573,0,0,0,0,6072.874494,5060.728745,247,490.0006803,982,1,988,247,490.0006803,982,1,0,0,0,0,0,0,0,0,0,148,0,5060.728745,0,0,6,1,2.449489743,6,0,0,0,0,1,0,0,0,0,1.2,1.2,0,148,0,0,0,0,0,0,5,6,0,0,251,-1,1,20,0,0,0,0,0,0,0,0,DoS Hulk
